Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,1,GMM,random forest,83.8253,0.7704,79.9506,84.7106,80.3462,0,78,46.8,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,2,EllipticEnvelope,random forest,83.8253,0.7701,79.8126,84.4859,80.1467,0,78,47.4,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,3,Mahalanobis,random forest,83.7072,0.7687,79.8550,84.2846,80.2922,0,247,46.5,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,4,HotellingT2,random forest,83.5891,0.7672,79.7068,83.9796,80.0329,0,215,46.0,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,5,IsolationForest,random forest,83.4711,0.7658,79.6928,83.8637,79.8804,0,78,46.9,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,6,PCA Reconstruction,random forest,83.4711,0.7654,79.5332,84.3268,79.8819,0,78,47.0,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,7,Band Z-score,random forest,83.3530,0.7637,79.2134,83.9501,79.5702,0,186,45.8,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,8,OneClassSVM,random forest,83.3530,0.7631,79.0893,83.2743,79.6609,0,688,45.9,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,9,Poziom bazowy,random forest,83.2349,0.7625,79.2775,83.2554,79.4977,0,0,45.7,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,10,LOF,random forest,83.2349,0.7624,79.1841,83.3419,79.3670,0,78,46.4,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,11,kNN,random forest,83.2349,0.7618,79.2076,84.2260,79.4630,0,78,46.8,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,12,SAM,random forest,83.2349,0.7618,79.1823,84.0185,79.5150,0,78,45.9,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,13,Percentile,random forest,83.1169,0.7595,78.8200,84.0813,79.2995,0,608,44.9,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,14,IQR,random forest,82.4085,0.7494,77.8118,83.0413,78.0240,0,852,44.4,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,15,MAD,random forest,81.7001,0.7395,76.6729,81.5134,76.8590,0,868,46.5,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,16,Robust Mahalanobis,random forest,81.5821,0.7363,76.5448,81.4354,76.7262,0,2245,44.8,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,17,PCA Mahalanobis,random forest,81.2279,0.7312,75.8119,80.1444,76.3536,0,1731,45.1,
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,18,Erosion,random forest,79.8111,0.7098,73.9842,80.3711,74.0373,0,2026,44.2,
