Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,1,SAM,random forest,82.5266,0.7803,80.0549,80.5648,78.6576,0,1167,49.1,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,2,Percentile,random forest,80.9917,0.7602,78.0846,77.7824,77.3458,0,3380,46.0,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,3,Erosion,random forest,80.0472,0.7503,79.0826,79.1861,77.5182,0,2022,51.1,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,4,IsolationForest,random forest,79.8111,0.7458,78.1418,78.9292,77.2294,0,1167,48.7,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,5,IQR,random forest,79.3388,0.7456,79.9809,79.1753,76.9055,0,896,51.2,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,6,EllipticEnvelope,random forest,78.9847,0.7412,79.4974,79.0921,77.3148,0,1169,48.1,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,7,HotellingT2,random forest,77.0956,0.7183,77.1567,75.9775,74.4962,0,699,52.2,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,8,Mahalanobis,random forest,76.9776,0.7169,77.2422,75.9769,74.6021,0,576,52.3,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,9,OneClassSVM,random forest,76.8595,0.7137,76.1037,75.6255,73.8649,0,1172,49.6,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,10,PCA Reconstruction,random forest,76.7414,0.7142,77.1191,75.5145,74.3990,0,1167,53.2,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,11,MAD,random forest,76.6234,0.7145,78.7736,77.9603,75.4896,0,628,57.4,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,12,Band Z-score,random forest,76.5053,0.7117,77.3839,76.4410,74.3821,0,202,56.3,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,13,GMM,random forest,76.3872,0.7099,77.1229,75.9562,74.7440,0,1167,50.2,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,14,Poziom bazowy,random forest,76.2692,0.7091,77.0911,75.2533,73.9977,0,0,61.5,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,15,LOF,random forest,75.6789,0.7001,75.1925,74.0987,72.7888,0,1167,53.8,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,16,PCA Mahalanobis,random forest,75.5608,0.6993,76.8301,77.5810,74.7982,0,2048,48.1,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,17,kNN,random forest,74.6163,0.6880,75.2480,74.3607,73.0739,0,1167,49.2,
1234567_zbledami_L2A_class,1234567,zbledami,L2A,class,18,Robust Mahalanobis,random forest,72.7273,0.6702,75.9040,77.5941,72.2334,0,2352,46.4,
