Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,1,kNN,random forest,59.3861,0.5318,72.2269,66.3594,63.7522,0,1173,51.2,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,2,Robust Mahalanobis,random forest,58.0874,0.5171,70.7405,67.2050,62.0881,0,2505,49.1,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,3,MAD,random forest,56.7887,0.5032,69.3755,64.6890,61.0950,0,1718,47.7,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,4,IQR,random forest,56.0803,0.4973,69.4175,63.8353,60.7807,0,1601,49.2,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,5,SAM,random forest,55.0177,0.4884,70.5364,65.5429,60.7495,0,1174,49.7,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,6,IsolationForest,random forest,54.4274,0.4792,68.2777,62.9214,59.0214,0,1174,50.2,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,7,EllipticEnvelope,random forest,54.3093,0.4808,69.5014,62.9478,59.0095,0,1179,49.7,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,8,PCA Mahalanobis,random forest,53.7190,0.4697,65.7588,62.0876,58.5174,0,2366,49.6,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,9,Band Z-score,random forest,52.1842,0.4593,67.7452,64.8906,58.0962,0,305,52.3,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,10,Percentile,random forest,51.5939,0.4508,66.9025,65.2847,57.6779,0,3423,47.6,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,11,Erosion,random forest,50.0590,0.4413,67.8239,69.3506,57.4511,0,1998,50.7,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,12,OneClassSVM,random forest,48.8784,0.4283,66.8387,64.3322,54.9507,0,1189,51.3,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,13,Mahalanobis,random forest,48.6423,0.4263,66.9026,60.9799,54.5469,0,499,51.8,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,14,HotellingT2,random forest,48.2881,0.4225,66.4385,63.6079,54.2296,0,454,51.8,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,15,LOF,random forest,48.0519,0.4189,65.7532,63.3883,54.3539,0,1174,51.2,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,16,PCA Reconstruction,random forest,47.6978,0.4156,65.7401,64.5251,54.5308,0,1174,53.3,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,17,Poziom bazowy,random forest,47.4616,0.4145,65.5800,63.2329,53.5533,0,0,53.5,
1234567_zbledami_L1C_roi,1234567,zbledami,L1C,roi,18,GMM,random forest,47.1074,0.4103,64.9898,58.8956,53.2905,0,1174,53.8,
