Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
123456_zbledami_L1C_class,123456,zbledami,L1C,class,1,EllipticEnvelope,random forest,82.9988,0.7737,86.5575,79.6226,82.2787,0,1167,49.9,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,2,IsolationForest,random forest,80.6375,0.7456,85.2115,78.6071,80.4103,0,1167,49.0,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,3,PCA Mahalanobis,random forest,78.5124,0.7148,80.2596,82.0042,78.0560,0,1761,49.2,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,4,kNN,random forest,77.0956,0.7001,80.6534,73.4351,75.5394,0,1166,48.0,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,5,OneClassSVM,random forest,76.7414,0.6953,80.2572,74.5554,75.7510,0,1168,57.0,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,6,MAD,random forest,75.7969,0.6865,81.2975,80.0487,77.4569,0,621,47.5,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,7,SAM,random forest,75.4427,0.6806,80.0834,78.0652,74.4474,0,1167,56.2,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,8,PCA Reconstruction,random forest,74.9705,0.6754,79.1484,71.6983,73.4226,0,1167,52.0,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,9,GMM,random forest,74.1440,0.6636,77.9230,72.8204,73.0783,0,1167,50.6,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,10,Robust Mahalanobis,random forest,74.0260,0.6581,74.5983,82.0270,71.7605,0,2385,46.7,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,11,IQR,random forest,73.6718,0.6604,79.0949,81.1160,75.6708,0,854,46.4,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,12,Band Z-score,random forest,73.5537,0.6606,80.1732,73.7784,74.1701,0,199,49.5,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,13,Erosion,random forest,73.5537,0.6565,76.8077,76.3927,72.4931,0,1998,50.4,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,14,Poziom bazowy,random forest,71.9008,0.6419,78.4133,71.6895,71.9621,0,0,51.8,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,15,Mahalanobis,random forest,70.3660,0.6226,76.5676,72.4629,70.9888,0,588,48.0,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,16,HotellingT2,random forest,69.3034,0.6108,76.0159,71.8529,70.4081,0,690,50.5,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,17,LOF,random forest,68.7131,0.6012,74.6154,73.3326,70.2764,0,1167,51.4,
123456_zbledami_L1C_class,123456,zbledami,L1C,class,18,Percentile,random forest,55.2538,0.4659,68.9858,76.7120,62.3022,0,3255,45.5,
